0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
天通西苑三区,昌平,101112832999,456,36930元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,中楼层 (共13层),123.48㎡,平层,107.55㎡,板楼,东 西,混合结构,精装,一梯两户,集中供暖,有,2021-08-31,商品房,2010-12-23,普通住宅,满五年,共有,有抵押 30万元 农业银行 客户偿还,已上传房本照片
百万庄大街21号院,西城,101112836835,1400,148180元/平米,2012年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨1卫,中楼层 (共14层),94.48㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯三户,集中供暖,有,2021-09-01,二类经济适用房,2017-03-14,普通住宅,满两年,共有,无抵押,已上传房本照片
海户西里,丰台,101112856720,450,55419元/平米,1993年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨1卫,低楼层 (共14层),81.2㎡,平层,暂无数据,板塔结合,南 西南 北,钢混结构,简装,一梯八户,集中供暖,有,2021-09-02,商品房,2015-08-26,普通住宅,满五年,非共有,有抵押 83万元 公积金 业主自还,已上传房本照片
王致和腐乳厂宿舍,海淀,101112851323,490,82078元/平米,1994年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),59.7㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-09-02,商品房,2016-10-25,普通住宅,满两年,非共有,有抵押 200万元 渤海银行,已上传房本照片
玉海园一里,海淀,101112799112,658,93083元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,高楼层 (共11层),70.69㎡,平层,暂无数据,塔楼,东 南,钢混结构,精装,两梯八户,集中供暖,有,2021-08-28,商品房,2012-06-28,普通住宅,满五年,共有,无抵押,已上传房本照片
农光里,朝阳,101112804148,550,65391元/平米,1996年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共23层),84.11㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十户,集中供暖,有,2021-08-29,商品房,2016-08-27,普通住宅,满五年,非共有,有抵押 100万元 客户偿还,已上传房本照片
梵谷水郡,朝阳,101112856297,569,61801元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,3室1厅1厨1卫,中楼层 (共24层),92.07㎡,平层,77.61㎡,塔楼,东南,钢混结构,精装,三梯十户,集中供暖,有,2021-09-02,商品房,2009-06-19,普通住宅,满五年,共有,无抵押,已上传房本照片
丽港美度,朝阳,101112817965,865,85568元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,低楼层 (共6层),101.09㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-08-30,商品房,2016-05-27,普通住宅,满五年,非共有,有抵押 300万元  担保公司 客户偿还,已上传房本照片
南海家园六里,大兴,101112826972,460,46381元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨1卫,中楼层 (共16层),99.18㎡,平层,77.95㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-08-31,商品房,2017-09-13,普通住宅,满两年,非共有,无抵押,已上传房本照片
重兴园,石景山,101112814466,575,58614元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共6层),98.1㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-29,商品房,2003-03-11,普通住宅,满五年,非共有,无抵押,已上传房本照片
天天家园,东城,101112840636,850,67941元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,中楼层 (共11层),125.11㎡,平层,97㎡,塔楼,南,钢混结构,精装,两梯十四户,自供暖,有,2021-09-01,商品房,2007-11-20,普通住宅,满五年,共有,无抵押,已上传房本照片
韩庄子四里,丰台,101112802168,268,50282元/平米,1992年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共6层),53.3㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,集中供暖,无,2021-08-29,商品房,2014-11-27,普通住宅,满五年,非共有,无抵押,已上传房本照片
双兴北区,顺义,101112850840,370,39581元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共12层),93.48㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,集中供暖,有,2021-09-02,商品房,2018-06-25,普通住宅,满两年,非共有,有抵押 80万元 公积金 客户偿还,已上传房本照片
壹线国际,朝阳,101112808500,495,60066元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共9层),82.41㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯十二户,集中供暖,有,2021-08-29,商品房,2009-06-02,普通住宅,满五年,非共有,有抵押 100万元 银行 业主自还,已上传房本照片
金宝城北区,顺义,101112812678,336,35295元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,低楼层 (共15层),95.2㎡,平层,75.88㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-29,商品房,2016-09-26,普通住宅,满两年,非共有,无抵押,已上传房本照片
松榆西里,朝阳,101112814640,325,58370元/平米,1992年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,顶层 (共6层),55.68㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2021-08-29,已购公房,2005-06-13,普通住宅,满五年,非共有,无抵押,已上传房本照片
建工家园,朝阳,101112806959,705,60693元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,低楼层 (共11层),116.16㎡,平层,96.25㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-08-29,二类经济适用房,2009-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
天通苑中苑,昌平,101112852273,748,36754元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,中楼层 (共11层),203.52㎡,平层,179.64㎡,板楼,南 东 西,钢混结构,精装,一梯两户,集中供暖,有,2021-09-02,商品房,2009-12-07,普通住宅,满五年,非共有,有抵押,已上传房本照片
北苑家园茉藜园,朝阳,101112807554,765,58707元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨2卫,高楼层 (共18层),130.31㎡,平层,100.58㎡,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-08-29,商品房,2006-08-03,普通住宅,满五年,非共有,无抵押,已上传房本照片
朝阳无限,朝阳,101112817706,460,69560元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共21层),66.13㎡,平层,51.92㎡,板塔结合,西北,钢混结构,精装,两梯七户,集中供暖,有,2021-08-30,商品房,2005-11-22,普通住宅,满五年,非共有,有抵押 3万元 中国工商银行北京市东城支行 业主自还,已上传房本照片
名都家苑,丰台,101112834313,730,80977元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨1卫,低楼层 (共12层),90.15㎡,平层,71.58㎡,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-31,商品房,2009-01-16,普通住宅,满五年,非共有,无抵押,已上传房本照片
马家堡33号院,丰台,101112827688,330,52885元/平米,1980年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,底层 (共6层),62.4㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-31,已购公房,1998-03-23,普通住宅,满五年,非共有,无抵押,已上传房本照片
紫南家园,朝阳,101112803237,750,56184元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室1厅1厨2卫,高楼层 (共7层),133.49㎡,复式,117.04㎡,板楼,南 北,混合结构,精装,一梯三户,集中供暖,有,2021-08-29,二类经济适用房,2010-03-04,普通住宅,满五年,非共有,无抵押,已上传房本照片
诚苑南里,丰台,101112806634,368,43727元/平米,2009年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共9层),84.16㎡,平层,72.98㎡,板塔结合,南 北,钢混结构,精装,两梯两户,自供暖,有,2021-08-29,商品房,2011-05-03,普通住宅,满五年,非共有,无抵押,已上传房本照片
馨岛苑,朝阳,101112813274,430,48364元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,高楼层 (共11层),88.91㎡,平层,73.49㎡,板塔结合,西南,钢混结构,精装,一梯四户,集中供暖,有,2021-08-29,二类经济适用房,2009-08-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
静源居,海淀,101112838854,1060,98936元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共23层),107.14㎡,平层,暂无数据,塔楼,西,钢混结构,精装,三梯十户,自供暖,有,2021-09-01,商品房,2015-12-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
苹果园小区四区,石景山,101112853440,469,48702元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室2厅1厨1卫,高楼层 (共18层),96.3㎡,平层,暂无数据,塔楼,东 南 北,钢混结构,简装,两梯八户,集中供暖,有,2021-09-02,已购公房,2011-07-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
富力华庭苑西区,大兴,101112838705,268,30150元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共9层),88.89㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,一梯三户,集中供暖,有,2021-09-01,商品房,2017-03-01,普通住宅,满两年,共有,有抵押 65万元,已上传房本照片
富力尚悦居,通州,101112808812,416,37064元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共20层),112.24㎡,平层,85.08㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-29,商品房,2017-11-07,普通住宅,满两年,非共有,有抵押 129万元 交通银行 客户偿还,已上传房本照片
金宸国际公寓,西城,101112799418,3650,151478元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨3卫,高楼层 (共13层),240.96㎡,平层,202.78㎡,板楼,南 北,钢结构,简装,一梯两户,集中供暖,有,2021-08-28,商品房,2015-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
南厂东区,昌平,101112832745,179,25071元/平米,1988年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,高楼层 (共6层),71.4㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2021-08-31,商品房,2016-10-10,普通住宅,满两年,非共有,有抵押 30万元 建设银行,已上传房本照片
沿海赛洛城三期,朝阳,101112810285,675,66359元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,高楼层 (共14层),101.72㎡,平层,81.99㎡,板楼,南 北,钢混结构,精装,两梯五户,集中供暖,有,2021-08-29,商品房,2010-06-02,普通住宅,满五年,非共有,无抵押,已上传房本照片
天通苑北三区,昌平,101112838556,558,44730元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,中楼层 (共7层),124.75㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-09-01,商品房,2019-08-21,普通住宅,满两年,共有,有抵押 45 业主自还,已上传房本照片
圆明园花园别墅,海淀,101112831115,1198,85762元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨2卫,低楼层 (共6层),139.69㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2021-08-31,商品房,2009-04-13,普通住宅,满五年,非共有,无抵押,已上传房本照片
新景家园西区,东城,101112842800,1280,109966元/平米,2001年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨2卫,中楼层 (共12层),116.4㎡,平层,88.53㎡,板塔结合,西,钢混结构,精装,两梯八户,集中供暖,有,2021-09-01,商品房,2007-03-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
金帝花园,朝阳,101112842100,970,81329元/平米,1997年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨2卫,中楼层 (共13层),119.27㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-09-01,商品房,2018-02-26,普通住宅,满两年,非共有,无抵押,已上传房本照片
德茂佳苑,大兴,101112730304,270,38771元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共5层),69.64㎡,平层,59㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-22,商品房,2010-10-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
绿城百合公寓春晓苑,房山,101112595711,305,17646元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨2卫,顶层 (共5层),172.85㎡,复式,暂无数据,板楼,南 北,混合结构,精装,一梯两户,自供暖,无,2021-08-11,商品房,2007-11-20,普通住宅,满五年,非共有,有抵押 206万元 浦发银行 客户偿还,已上传房本照片
万科中粮假日风景,丰台,101112566418,1000,87936元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室2厅1厨2卫,底层 (共9层),113.72㎡,复式,97.3㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-08,商品房,2009-09-11,普通住宅,满五年,非共有,有抵押 38万元,已上传房本照片
中堂,丰台,101112534608,1545,78574元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨3卫,中楼层 (共30层),196.63㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-08-06,商品房,2012-11-30,普通住宅,满五年,共有,无抵押,已上传房本照片
时代庄园,朝阳,101112541355,1380,87781元/平米,2002年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,底层 (共5层),157.21㎡,复式,149.87㎡,板楼,南 北,混合结构,精装,一梯十户,自供暖,无,2021-08-06,商品房,2016-05-07,普通住宅,满五年,共有,有抵押 400万元 客户偿还,已上传房本照片
远洋山水,石景山,101103938469,898,65097元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室1厅1厨2卫,中楼层 (共25层),137.95㎡,平层,107.6㎡,板塔结合,南 北,钢混结构,简装,一梯四户,集中供暖,有,2019-01-04,商品房,2016-03-08,普通住宅,满五年,非共有,无抵押,已上传房本照片
美丽园,海淀,101112657681,2700,107245元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,6室3厅1厨2卫,顶层 (共6层),251.76㎡,复式,224.09㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-16,商品房,2008-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
中海尚湖世家,昌平,101112691509,2980,54269元/平米,未知年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/暂无数据,5室3厅1厨4卫,底层 (共2层),549.12㎡,549.12㎡,南 北,未知结构,其他,叠拼,暂无数据,2021-08-19,商品房,2016-04-19,别墅,满五年,非共有,无抵押,已上传房本照片,,,
龙潭北里,东城,101112588799,1620,97886元/平米,2000年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,4室1厅1厨2卫,中楼层 (共9层),165.5㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯十户,集中供暖,无,2021-08-11,商品房,2016-09-07,普通住宅,满两年,非共有,有抵押 300万元 交通银行 客户偿还,已上传房本照片
映天朗,丰台,101112600183,985,69523元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,中楼层 (共6层),141.68㎡,平层,121.46㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2021-08-12,商品房,2009-05-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
珠江帝景博悦,朝阳,101112687078,1750,108696元/平米,2008年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨3卫,高楼层 (共15层),161㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-19,商品房,2012-04-24,普通住宅,满五年,非共有,有抵押 500万元 业主自还,已上传房本照片
宝星园一区,朝阳,101112680581,1399,63563元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,4室2厅1厨2卫,低楼层 (共24层),220.1㎡,平层,171.19㎡,板塔结合,南 北,钢混结构,精装,两梯六户,自供暖,有,2021-08-18,商品房,2009-05-07,普通住宅,满五年,非共有,有抵押 80万元,已上传房本照片
澳洲康都,朝阳,101112590912,1520,77702元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨2卫,低楼层 (共22层),195.62㎡,平层,158.22㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-08-11,商品房,2009-04-28,普通住宅,满五年,非共有,无抵押,已上传房本照片
臻园,朝阳,101112693277,2450,113843元/平米,2016年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨3卫,低楼层 (共16层),215.21㎡,平层,180.91㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-08-19,商品房,2018-12-31,普通住宅,满两年,非共有,有抵押 1000万元 中信 客户偿还,已上传房本照片
首开璞瑅墅,大兴,101112604300,1190,35867元/平米,2013年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,5室2厅1厨4卫,顶层 (共2层),331.79㎡,暂无数据,南 北,钢混结构,精装,独栋,自供暖,2021-08-12,商品房,2017-03-28,别墅,满两年,非共有,无抵押,已上传房本照片,,,
融科橄榄城一期,朝阳,101112534607,1598,120969元/平米,2006年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,3室2厅1厨2卫,中楼层 (共28层),132.1㎡,平层,105.3㎡,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-06,商品房,2007-11-15,普通住宅,满五年,非共有,无抵押,已上传房本照片
富贵园一区,东城,101112604208,1880,129388元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室2厅1厨2卫,低楼层 (共11层),145.3㎡,平层,121.32㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-12,商品房,2010-07-27,普通住宅,满五年,非共有,有抵押 1000万元,已上传房本照片
首城国际C区,朝阳,101112623195,1499,103903元/平米,2011年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨2卫,低楼层 (共28层),144.27㎡,平层,119.38㎡,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2021-08-13,商品房,2018-07-24,普通住宅,满两年,非共有,无抵押,已上传房本照片
碧森里,海淀,101112559859,1150,73808元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,4室2厅1厨2卫,高楼层 (共10层),155.81㎡,复式,131.71㎡,板楼,南 北,钢混结构,简装,一梯四户,集中供暖,有,2021-08-08,商品房,2010-04-20,普通住宅,满五年,非共有,无抵押,已上传房本照片
西绒线,西城,101112791088,750,143816元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,1室1厅1厨1卫,中楼层 (共6层),52.15㎡,平层,暂无数据,板楼,西,钢混结构,精装,一梯五户,自供暖,无,2021-08-28,商品房,2010-07-30,普通住宅,满五年,非共有,有抵押 53万元 建设银行 客户偿还,已上传房本照片
马家堡西里,丰台,101112800645,438,56751元/平米,1998年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共14层),77.18㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,三梯三十一户,集中供暖,有,2021-08-28,已购公房,2018-07-26,普通住宅,满两年,非共有,无抵押,已上传房本照片
小康东里,大兴,101112763746,348,45586元/平米,2003年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,底层 (共6层),76.34㎡,平层,66.55㎡,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-25,商品房,2009-06-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
定慧东里,海淀,101112835624,660,102965元/平米,1990年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共6层),64.1㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-31,已购公房,1999-01-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
北苑家园望春园,朝阳,101112840406,556,66627元/平米,2007年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/塔楼,2室1厅1厨1卫,低楼层 (共25层),83.45㎡,平层,66.45㎡,塔楼,西南,钢混结构,精装,三梯十户,集中供暖,有,2021-09-01,商品房,2016-11-27,普通住宅,满两年,共有,有抵押 300万元 浦发银行 客户偿还,已上传房本照片
广安﹒康馨家园,丰台,101112814431,380,53155元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,低楼层 (共28层),71.49㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-29,商品房,2017-06-16,普通住宅,满两年,非共有,无抵押,已上传房本照片
三里河三区,西城,101112820747,750,155602元/平米,1985年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,中楼层 (共5层),48.2㎡,平层,34.59㎡,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2021-08-30,已购公房,2010-05-11,普通住宅,满五年,非共有,无抵押,已上传房本照片
澳林春天四期,朝阳,101104510698,2688,95802元/平米,2004年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,5室4厅1厨4卫,高楼层 (共13层),280.58㎡,复式,244.63㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2019-04-16,商品房,2007-10-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
金融街融汇,大兴,101112591731,342,41871元/平米,2014年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共26层),81.68㎡,平层,62.29㎡,板塔结合,南 北,钢混结构,精装,两梯五户,集中供暖,有,2021-08-11,商品房,2017-01-22,普通住宅,满两年,非共有,无抵押,已上传房本照片
万方家园,通州,101112599084,490,64070元/平米,2015年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,2室1厅1厨1卫,高楼层 (共18层),76.48㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2021-08-11,商品房,2015-12-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
芳群园一区,丰台,101112626360,610,80720元/平米,1992年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板楼,3室1厅1厨1卫,底层 (共5层),75.57㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-08-14,商品房,2017-08-24,普通住宅,满两年,非共有,无抵押,已上传房本照片
华纺易城,朝阳,101112608068,795,89760元/平米,2005年建根据本栋部分房源产权证中《房屋登记表》上的测图日期统计生成，可能本栋不同房源之间存在差异，仅供参考。/板塔结合,2室1厅1厨1卫,低楼层 (共18层),88.57㎡,平层,68.15㎡,板塔结合,东南,钢混结构,简装,两梯四户,集中供暖,有,2021-08-12,商品房,2009-09-24,普通住宅,满五年,非共有,无抵押,已上传房本照片
