City,HouseName,District,TotalPrice,Price,Floor,Square,ConstructionTime,Bedrooms,LivingRooms,Kitchens,Bathrooms,Type,Structure,Renovation,Elevator,Subway,TradeTime,DaysonMarket,Followers,Lng,Lat
Beijing, ,7,2120000.0,29514.0,Middle,72.0,2005,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,No,2016,149,40,116.612765,39.905006
Beijing, ,9,1930000.0,35091.0,Middle,55.0,2000,1.0,1.0,1,1,Plate,Mixed,Simplicity,No,No,2016,144,63,116.209665,39.922812
Beijing, ,8,5280000.0,67693.0,High,78.0,2004,2.0,2.0,1,1,Plate,Brick/Concrete,HardCover,No,Yes,2016,142,30,116.271746,40.05804000000001
Beijing, ,1,3580000.0,49102.0,Middle,72.91,2002,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,226,171,116.411885,39.87098
Beijing, ,4,2050000.0,25966.0,High,78.95,1994,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,142,6,116.346109,39.756539
Beijing, ,7,5070000.0,39097.0,Low,129.68,2008,3.0,3.0,1,2,Plate & Tower,Steel/Concrete,Simplicity,Yes,No,2016,199,77,116.488988,39.870064
Beijing, ,10,3550000.0,66818.0,Middle,53.13,1978,2.0,2.0,1,1,Plate,Brick/Concrete,Simplicity,No,No,2016,165,24,116.354792,39.885022
Beijing, ,7,5040000.0,48462.0,Middle,104.0,2008,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,200,78,116.42537,40.052808
Beijing, ,12,2000000.0,32259.0,High,62.0,2003,1.0,1.0,1,1,Plate,Steel/Concrete,HardCover,No,No,2016,182,66,116.121964,39.939762
Beijing, ,7,6280000.0,40669.0,Low,154.42,2000,3.0,3.0,1,2,Tower,Steel/Concrete,Rough,Yes,No,2016,258,146,116.387845,40.000198
Beijing, ,5,1500000.0,22059.0,Low,68.0,2007,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,No,2016,162,55,116.175983,39.767012
Beijing, ,7,2740000.0,42593.0,Middle,64.33,1982,3.0,3.0,1,1,Plate,Brick/Concrete,Simplicity,No,Yes,2016,165,41,116.463636,39.883961
Beijing, ,10,5170000.0,91993.0,High,56.2,1986,2.0,2.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,152,23,116.399018,39.978141
Beijing, ,7,4460000.0,51861.0,Low,86.0,2009,2.0,2.0,1,1,Plate,Steel/Concrete,Simplicity,Yes,No,2016,166,40,116.511545,39.904464
Beijing, ,1,5000000.0,100584.0,High,49.71,1995,1.0,1.0,1,1,Plate,Mixed,HardCover,No,Yes,2017,370,414,116.435236,39.90518
Beijing, ,8,17600000.0,49877.0,Middle,352.87,2000,4.0,4.0,1,4,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,192,45,116.383908,39.979902
Beijing, ,7,3900000.0,51492.0,High,75.74,1993,2.0,2.0,1,1,Plate,Brick/Concrete,Simplicity,No,Yes,2016,226,118,116.476687,39.988644
Beijing, ,7,5660000.0,44462.0,Middle,127.3,1999,2.0,2.0,1,2,Tower,Steel/Concrete,Other,Yes,Yes,2016,159,17,116.47773,40.002156
Beijing, ,7,3430000.0,49711.0,Middle,69.0,2006,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,160,116,116.513063,39.93712100000001
Beijing, ,7,2390000.0,35393.0,High,67.67,2006,1.0,1.0,1,1,Plate,Steel/Concrete,Simplicity,No,No,2016,160,129,116.594761,39.936939
Beijing, ,2,4650000.0,42775.0,High,108.71,2002,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,194,104,116.422043,39.864667
Beijing, ,7,5300000.0,55949.0,Middle,94.73,1997,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,161,52,116.47773,40.002156
Beijing, ,6,450000.0,25000.0,Low,18.0,2011,1.0,1.0,0,1,Plate & Tower,Steel/Concrete,HardCover,Yes,No,2016,301,42,116.27588,40.17221
Beijing, ,7,5000000.0,49505.0,Low,101.0,2002,3.0,3.0,0,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,211,19,116.464891,39.964349
Beijing, ,10,4820000.0,74323.0,Middle,64.92,1984,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,290,227,116.332489,39.89064000000001
Beijing, ,7,11580000.0,84526.0,Low,137.0,2011,2.0,2.0,1,2,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,143,21,116.448075,39.984467
Beijing, ,7,16500000.0,72413.0,High,227.86,2008,4.0,4.0,1,3,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,226,62,116.468592,40.028148
Beijing, ,7,3700000.0,46836.0,Low,79.0,2007,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,120,34,116.504156,39.906125
Beijing, ,4,2180000.0,26586.0,High,82.0,1995,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,146,241,116.334045,39.757413
Beijing, ,7,5730000.0,62968.0,Low,91.0,2001,3.0,3.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,171,67,116.428122,39.973788
Beijing, ,7,3120000.0,41662.0,Middle,74.89,1995,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,No,2016,146,65,116.481385,39.874867
Beijing, ,7,16200000.0,79025.0,Low,205.0,2010,3.0,3.0,1,2,Plate,Steel/Concrete,Simplicity,Yes,Yes,2016,152,7,116.450729,39.977923
Beijing, ,1,3800000.0,48625.0,High,78.15,1994,3.0,3.0,1,1,Plate & Tower,Mixed,Simplicity,Yes,Yes,2016,173,125,116.421118,39.870943
Beijing, ,6,3100000.0,26115.0,Middle,118.71,2007,3.0,3.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,157,79,116.373628,40.094838
Beijing, ,11,3720000.0,30620.0,Middle,121.49,,3.0,3.0,1,2,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,150,15,116.629641,39.911449
Beijing, ,7,14690000.0,63099.0,High,232.81,2010,3.0,3.0,1,3,Plate & Tower,Steel/Concrete,HardCover,Yes,No,2016,166,20,116.465557,39.93119
Beijing, ,2,2860000.0,45397.0,Middle,63.0,2011,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,Other,Yes,Yes,2016,189,10,116.257104,39.873962
Beijing, ,7,2700000.0,38861.0,High,69.48,2009,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,No,2016,120,0,116.609957,39.91983
Beijing, ,3,950000.0,20230.0,Middle,46.96,2008,1.0,1.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,153,111,116.508181,39.807662
Beijing, ,1,3950000.0,52794.0,Low,74.82,1989,3.0,3.0,1,1,Tower,Mixed,Other,Yes,Yes,2016,132,72,116.441608,39.898639
Beijing, ,7,3260000.0,50890.0,Middle,64.06,2007,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,198,57,116.493655,39.905367
Beijing, ,1,2690000.0,74392.0,Middle,36.16,1984,1.0,1.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,181,87,116.430157,39.893336
Beijing, ,5,2030000.0,22758.0,Middle,89.2,2010,2.0,2.0,1,1,Plate,Steel/Concrete,Simplicity,Yes,Yes,2016,138,12,116.154608,39.726495
Beijing, ,11,2380000.0,26742.0,High,89.0,2010,3.0,3.0,1,1,Plate,Steel/Concrete,HardCover,Yes,No,2016,123,47,116.542892,39.749119
Beijing, ,11,2120000.0,32616.0,High,65.0,1992,2.0,2.0,1,1,Plate,Brick/Concrete,Simplicity,No,No,2016,134,19,116.688527,39.899168
Beijing, ,8,2490000.0,55254.0,Middle,45.21,2003,1.0,1.0,0,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,143,29,116.375366,39.958063
Beijing, ,7,7500000.0,63560.0,Middle,118.0,2008,3.0,3.0,1,2,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,165,35,116.474383,39.90218400000001
Beijing, ,10,4100000.0,96019.0,Middle,42.7,1991,1.0,1.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,164,70,116.399018,39.978141
Beijing, ,7,3800000.0,55289.0,High,68.73,1988,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,No,2016,168,135,116.44528400000002,39.925343
Beijing, ,9,2700000.0,29991.0,Low,90.03,1999,3.0,3.0,1,1,Plate,Mixed,Rough,No,No,2016,162,9,116.176213,39.942157
Beijing, ,7,5130000.0,43475.0,High,118.0,2010,3.0,3.0,1,2,Plate,Steel/Concrete,HardCover,Yes,No,2016,128,33,116.603118,39.906824
Beijing, ,7,4990000.0,79930.0,Low,62.43,2005,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,183,27,116.459071,39.976844
Beijing, ,6,3650000.0,32350.0,Middle,112.83,2008,2.0,2.0,1,2,Plate,Steel/Concrete,HardCover,Yes,No,2016,182,38,116.432684,40.077562
Beijing, ,7,3750000.0,65571.0,High,57.19,1979,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,226,259,116.459711,39.926074
Beijing, ,6,3100000.0,27275.0,High,113.66,2005,2.0,2.0,1,2,Plate,Mixed,Simplicity,No,No,2016,161,28,116.431552,40.082903
Beijing, ,4,2100000.0,26681.0,High,78.71,1995,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,123,20,116.342088,39.749733
Beijing, ,7,4370000.0,69709.0,High,62.69,2003,1.0,1.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,195,63,116.483671,39.895896
Beijing, ,4,3650000.0,44157.0,Low,82.66,2007,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,194,83,116.341759,39.755588
Beijing, ,7,5050000.0,54011.0,High,93.5,1998,3.0,3.0,1,1,Tower,Steel/Concrete,Rough,Yes,Yes,2016,193,40,116.437302,39.973656
Beijing, ,2,2100000.0,45017.0,High,46.65,1996,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,146,120,116.376709,39.867222
Beijing, ,10,6300000.0,96184.0,Low,65.5,1986,2.0,2.0,1,1,Plate,Brick/Concrete,HardCover,No,Yes,2016,196,42,116.399018,39.978141
Beijing, ,6,1550000.0,22711.0,High,68.25,2003,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,193,24,116.250886,40.225155
Beijing, ,3,1190000.0,29780.0,Middle,39.96,2013,1.0,1.0,1,1,Plate,Steel/Concrete,Simplicity,No,No,2016,176,15,116.512253,39.77436
Beijing, ,8,4290000.0,72198.0,Low,59.42,2009,1.0,1.0,0,1,Plate,Steel/Concrete,Other,Yes,Yes,2016,146,106,116.287746,40.038617
Beijing, ,8,4400000.0,66366.0,High,66.3,1987,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2017,336,97,116.292014,39.928693
Beijing, ,10,3830000.0,88980.0,Middle,43.1,1990,1.0,1.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,183,117,116.369634,39.949548
Beijing, ,2,4750000.0,24707.0,High,192.26,2004,5.0,5.0,1,3,Plate,Mixed,Simplicity,No,No,2016,130,29,116.291025,39.82187800000001
Beijing, ,7,24000000.0,82759.0,Middle,290.0,2013,4.0,4.0,2,4,Plate,Steel/Concrete,Other,Yes,Yes,2016,167,14,116.492087,40.00859000000001
Beijing, ,5,2130000.0,21959.0,Low,97.0,2011,2.0,2.0,1,1,Plate,Steel/Concrete,Simplicity,Yes,Yes,2016,168,16,116.128533,39.723864
Beijing, ,7,7300000.0,50918.0,High,143.37,2007,3.0,3.0,1,2,Plate & Tower,Steel/Concrete,HardCover,Yes,No,2016,289,97,116.521774,39.94004
Beijing, ,10,4500000.0,86789.0,Low,51.85,1970,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,133,28,116.385336,39.905491
Beijing, ,3,1350000.0,24430.0,High,55.26,2009,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,132,72,116.497474,39.810115
Beijing, ,10,6750000.0,74504.0,High,90.6,1956,3.0,3.0,1,1,Plate,Brick/Concrete,HardCover,No,Yes,2016,138,28,116.350898,39.91087
Beijing, ,8,5480000.0,78286.0,High,70.0,1988,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,195,66,116.304415,39.918055
Beijing, ,5,1780000.0,20902.0,High,85.16,1999,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,No,2016,193,29,116.134792,39.743391
Beijing, ,4,1750000.0,22436.0,Low,78.0,,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,No,No,2016,130,13,116.320777,39.63631
Beijing, ,7,5650000.0,52219.0,High,108.2,1999,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,124,34,116.43777,39.986008
Beijing, ,8,8630000.0,75504.0,Middle,114.3,1998,2.0,2.0,1,1,Plate,Mixed,HardCover,No,No,2016,142,25,116.317831,40.039
Beijing, ,7,3600000.0,39131.0,Low,92.0,1997,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,179,37,116.476467,39.888742
Beijing, ,2,2800000.0,49558.0,High,56.5,1996,2.0,2.0,1,1,Plate,Brick/Concrete,Simplicity,No,Yes,2016,174,73,116.376709,39.867222
Beijing, ,13,6480000.0,42152.0,High,153.73,2013,3.0,3.0,1,2,Plate,Steel/Concrete,HardCover,Yes,No,2016,131,7,116.543161,40.097129
Beijing, ,6,3300000.0,36667.0,Low,90.0,2012,3.0,3.0,1,1,Plate,Steel/Concrete,HardCover,Yes,No,2016,164,83,116.242945,40.215684
Beijing, ,8,10350000.0,71183.0,High,145.4,1999,4.0,4.0,1,2,Plate,Mixed,HardCover,No,Yes,2016,118,29,116.295659,39.917143
Beijing, ,7,15700000.0,58241.0,High,269.57,2000,5.0,5.0,2,3,Plate,Mixed,HardCover,Yes,Yes,2016,223,54,116.453712,39.940847
Beijing, ,1,3550000.0,82272.0,High,43.15,1987,1.0,1.0,1,1,Plate,Mixed,HardCover,No,No,2016,159,120,116.410669,39.925596
Beijing, ,6,1090000.0,31558.0,Middle,34.54,2003,1.0,1.0,1,1,Plate,Mixed,HardCover,No,No,2016,163,20,116.23536599999998,40.216037
Beijing, ,8,2970000.0,69070.0,High,43.0,1997,1.0,1.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,186,138,116.298736,39.934527
Beijing, ,10,3400000.0,70628.0,Middle,48.14,1977,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,164,111,116.354039,39.900277
Beijing, ,6,3050000.0,29612.0,Middle,103.0,2011,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,210,67,116.343992,40.078436
Beijing, ,2,8500000.0,79626.0,High,106.75,2006,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,No,2017,375,77,116.329675,39.876404
Beijing, ,7,4060000.0,58671.0,Middle,69.2,1987,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,No,2016,220,47,116.469961,39.965058
Beijing, ,13,1180000.0,23367.0,Middle,50.5,2013,1.0,1.0,0,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,258,27,116.559953,40.117154
Beijing, ,7,9800000.0,37252.0,Low,263.08,2003,4.0,4.0,1,3,Plate & Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,181,6,116.471704,39.890452
Beijing, ,7,3930000.0,50664.0,High,77.57,1987,3.0,3.0,1,1,Plate,Steel/Concrete,Rough,No,Yes,2016,124,61,116.446167,39.969777
Beijing, ,7,7450000.0,64783.0,Low,115.0,2011,2.0,2.0,1,2,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,187,52,116.44233,40.055139
Beijing, ,7,4500000.0,45649.0,Middle,98.58,2007,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,180,89,116.42537,40.052808
Beijing, ,7,3000000.0,34091.0,High,88.0,2003,2.0,2.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,131,42,116.512916,39.864254
Beijing, ,1,8600000.0,66482.0,Low,129.36,2009,3.0,3.0,1,2,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,314,330,116.411858,39.869364
Beijing, ,2,2440000.0,35867.0,High,68.03,1993,2.0,2.0,1,1,Plate,Mixed,Other,No,Yes,2016,155,22,116.416888,39.850187
Beijing, ,6,2100000.0,21910.0,High,95.85,2008,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,251,13,116.421128,40.068301
Beijing, ,7,3330000.0,24859.0,High,133.96,2005,3.0,3.0,1,2,Plate,Mixed,HardCover,No,No,2016,128,24,116.475407,39.852043
Beijing, ,1,6450000.0,73867.0,High,87.32,2000,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,316,182,116.41305,39.963793
Beijing, ,10,4380000.0,69779.0,High,62.77,1996,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,No,2016,160,118,116.351933,39.887523
Beijing, ,6,2430000.0,31545.0,High,77.13,2010,2.0,2.0,1,1,Tower,Steel/Concrete,Other,Yes,Yes,2016,130,53,116.416572,40.063191
Beijing, ,7,4260000.0,30162.0,Middle,141.24,2003,3.0,3.0,1,2,Plate,Mixed,Simplicity,No,Yes,2016,123,15,116.512916,39.864254
Beijing, ,6,1240000.0,23383.0,High,53.03,2009,1.0,1.0,1,1,Tower,Steel/Concrete,Other,Yes,Yes,2016,122,24,116.232119,40.223852
Beijing, ,5,2580000.0,31852.0,Low,81.0,2012,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,Rough,Yes,No,2016,190,139,116.22401200000002,39.763726
Beijing, ,12,2760000.0,27148.0,Middle,101.96,2003,2.0,2.0,1,1,Plate,Mixed,HardCover,No,No,2016,149,39,116.111318,39.949921
Beijing, ,1,4270000.0,77878.0,Low,54.83,2008,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,184,42,116.442558,39.897106
Beijing, ,7,3600000.0,58911.0,Low,61.11,2004,1.0,1.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,No,2016,219,126,116.455383,39.88502
Beijing, ,7,21450000.0,73966.0,Low,290.0,2010,4.0,4.0,2,3,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,182,17,116.492087,40.00859000000001
Beijing, ,7,6150000.0,55864.0,Low,110.09,2000,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,216,124,116.465871,40.007369
Beijing, ,10,7980000.0,94662.0,Low,84.3,2001,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,202,99,116.3498,39.918468
Beijing, ,13,2680000.0,29290.0,High,91.5,2000,2.0,2.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,129,63,116.560389,40.09493300000001
Beijing, ,5,1800000.0,21581.0,Low,83.41,2006,2.0,2.0,1,1,Tower,Steel/Concrete,Other,Yes,Yes,2016,201,177,116.147926,39.730421
Beijing, ,8,2700000.0,58952.0,Low,45.8,1997,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,No,2016,174,136,116.381497,39.97775
Beijing, ,10,6800000.0,99271.0,High,68.5,1996,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,No,2016,155,38,116.381307,39.970874
Beijing, ,6,2100000.0,34551.0,Middle,60.78,1998,1.0,1.0,1,1,Plate,Mixed,Simplicity,No,No,2016,117,0,116.40635,40.052459000000006
Beijing, ,8,3200000.0,52902.0,High,60.49,2004,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,No,2016,154,86,116.302492,39.89377800000001
Beijing, ,7,5780000.0,59588.0,High,97.0,2012,2.0,2.0,1,2,Plate & Tower,Steel/Concrete,Other,Yes,Yes,2016,121,0,116.476213,39.897851
Beijing, ,8,7480000.0,56317.0,High,132.82,2007,3.0,3.0,1,2,Plate,Steel/Concrete,HardCover,Yes,No,2016,159,76,116.380817,40.038541
Beijing, ,1,6010000.0,80878.0,Low,74.31,2005,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,188,49,116.437705,39.898038
Beijing, ,6,2130000.0,20658.0,High,103.5,1994,3.0,3.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,179,11,116.242091,40.23447700000001
Beijing, ,2,2990000.0,38403.0,High,77.86,2008,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,135,8,116.298445,39.838903
Beijing, ,6,2630000.0,31675.0,Middle,83.19,2010,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,No,2016,117,35,116.330932,40.063197
Beijing, ,7,4530000.0,67435.0,Middle,67.25,2009,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,162,52,116.471754,40.02946
Beijing, ,1,7450000.0,80979.0,Low,92.0,2010,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,No,2016,124,41,116.399108,39.876842
Beijing, ,10,5850000.0,103357.0,High,56.6,1986,2.0,2.0,1,1,Plate,Brick/Concrete,HardCover,No,Yes,2016,221,165,116.399018,39.978141
Beijing, ,8,26960000.0,91236.0,Low,295.5,2011,4.0,4.0,1,3,Plate,Steel/Concrete,Simplicity,Yes,No,2016,220,48,116.275723,40.04616400000001
Beijing, ,10,8400000.0,63685.0,High,131.9,2001,4.0,4.0,1,2,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,186,42,116.337032,39.88979000000001
Beijing, ,4,3490000.0,38761.0,Middle,90.04,2013,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,148,47,116.338397,39.760335
Beijing, ,7,3500000.0,39562.0,Low,88.47,2008,2.0,2.0,1,1,Plate,Steel/Concrete,HardCover,Yes,No,2016,193,248,116.568799,39.853078
Beijing, ,7,3160000.0,68007.0,Middle,46.54,1997,1.0,1.0,1,1,Plate,Brick/Concrete,HardCover,No,Yes,2016,179,173,116.42171299999998,39.971435
Beijing, ,7,3700000.0,38530.0,High,96.03,1997,3.0,3.0,1,1,Tower,Steel/Concrete,HardCover,Yes,No,2016,169,30,116.509126,39.94233300000001
Beijing, ,7,3540000.0,42360.0,Middle,83.57,2000,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,138,28,116.513625,39.931024
Beijing, ,7,7200000.0,58475.0,Middle,123.13,,2.0,2.0,1,1,Plate & Tower,Unknown,HardCover,Yes,No,2016,170,48,116.447318,40.042449
Beijing, ,7,3030000.0,53525.0,Low,56.61,1980,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,171,43,116.432809,39.96858
Beijing, ,7,2470000.0,42587.0,Low,58.0,2005,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,166,213,116.594801,39.928019
Beijing, ,7,2780000.0,56208.0,Low,49.46,1992,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,143,271,116.445582,39.974979
Beijing, ,7,3880000.0,72456.0,Middle,53.55,1987,1.0,1.0,1,1,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,148,30,116.462281,39.937892
Beijing, ,8,3330000.0,56061.0,Middle,59.4,1991,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,No,2016,135,178,116.28848899999998,39.928841
Beijing, ,5,2150000.0,31160.0,Low,69.16,2014,2.0,2.0,1,1,Plate,Steel/Concrete,Rough,Yes,Yes,2016,157,134,116.221857,39.767955
Beijing, ,7,8100000.0,66112.0,Middle,122.52,2004,2.0,2.0,1,2,Plate & Tower,Steel/Concrete,HardCover,Yes,Yes,2016,118,30,116.426534,40.002876
Beijing, ,7,3200000.0,40374.0,Low,79.26,1996,3.0,3.0,1,1,Plate,Brick/Concrete,Simplicity,No,Yes,2016,145,64,116.469042,39.882199
Beijing, ,7,3300000.0,37932.0,Low,87.0,1998,1.0,1.0,0,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,168,9,116.473376,39.875385
Beijing, ,7,4550000.0,57595.0,High,79.0,1993,3.0,3.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,149,30,116.467705,39.932069
Beijing, ,2,3000000.0,50000.0,Low,60.0,1990,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,No,2016,153,41,116.364028,39.870465
Beijing, ,7,7120000.0,75368.0,Low,94.47,2009,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,281,96,116.471754,40.02946
Beijing, ,12,2700000.0,27744.0,Middle,97.32,2008,2.0,2.0,1,1,Plate,Steel/Concrete,Simplicity,Yes,No,2016,160,23,116.122491,39.939735
Beijing, ,6,2310000.0,36094.0,High,64.0,2003,1.0,1.0,1,1,Plate,Mixed,Simplicity,No,No,2016,145,31,116.43934099999998,40.082372
Beijing, ,7,4100000.0,41953.0,Middle,97.73,2006,2.0,2.0,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,No,2016,115,18,116.518854,39.939588
Beijing, ,3,800000.0,18723.0,Middle,42.73,2008,1.0,1.0,1,1,Tower,Steel/Concrete,HardCover,Yes,Yes,2016,140,42,116.508181,39.807662
Beijing, ,7,4200000.0,68315.0,Low,61.48,2011,2.0,2.0,1,1,Plate,Steel/Concrete,Simplicity,Yes,No,2016,211,107,116.446282,40.052378
Beijing, ,7,3150000.0,53058.0,High,59.37,1985,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,177,44,116.404579,39.978491
Beijing, ,7,4450000.0,59373.0,Low,74.95,1997,2.0,2.0,1,1,Tower,Steel/Concrete,HardCover,Yes,No,2016,155,157,116.441781,39.991956
Beijing, ,7,5200000.0,30683.0,High,169.48,2005,3.0,3.0,1,3,Plate,Steel/Concrete,HardCover,Yes,No,2016,114,46,116.572491,39.853078
Beijing, ,10,6880000.0,80140.0,Low,85.85,2002,3.0,3.0,1,1,Plate,Mixed,Other,No,No,2016,193,37,116.402217,39.884746
Beijing, ,10,3900000.0,72209.0,High,54.01,1991,2.0,2.0,1,1,Plate,Mixed,HardCover,No,No,2016,175,128,116.352032,39.885605
Beijing, ,6,1900000.0,28871.0,High,65.81,2011,2.0,2.0,2,2,Plate & Tower,Steel/Concrete,HardCover,Yes,No,2016,178,33,116.265774,40.170928
Beijing, ,1,5800000.0,84845.0,High,68.36,2003,2.0,2.0,1,1,Plate,Steel/Concrete,HardCover,Yes,Yes,2016,142,58,116.434144,39.928568
Beijing, ,7,6000000.0,40889.0,Middle,146.74,2009,3.0,3.0,1,2,Plate & Tower,Steel/Concrete,Rough,Yes,Yes,2016,120,75,116.511545,39.904464
Beijing, ,6,2880000.0,43231.0,Low,66.62,1992,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,190,31,116.376025,40.084133
Beijing, ,8,5920000.0,81768.0,Middle,72.4,1985,3.0,3.0,1,1,Plate,Mixed,HardCover,No,Yes,2016,152,57,116.329472,39.977829
Beijing, ,1,6880000.0,71119.0,Low,96.74,2002,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,166,118,116.444857,39.954789
Beijing, ,10,5870000.0,104263.0,Middle,56.3,1986,2.0,2.0,1,1,Plate,Mixed,Simplicity,No,Yes,2016,201,57,116.399018,39.978141
Beijing, ,2,3380000.0,36892.0,Middle,91.62,2008,2.0,2.0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Yes,2016,134,18,116.297776,39.84663
