0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
东方名都,增城,108402161003,330,19578元/平米,2013年建/塔楼,4室1厅1厨4卫,中楼层 (共29层),168.56㎡,平层,132.74㎡,塔楼,东北,钢混结构,毛坯,三梯六户,有,2021-04-14,商品房,2014-11-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
新康花园,增城,108401902278,207,11695元/平米,2003年建/塔楼,4室2厅1厨3卫,高楼层 (共6层),177㎡,复式,161.48㎡,塔楼,南,混合结构,精装,两梯四户,有,民水,民电,3.45元/m3,2021-01-08,商品房,2013-01-01,商住两用,满五年,非共有,无抵押,已上传房本照片
保利东江首府,增城,108402485196,368,21845元/平米,2012年建/塔楼,4室4厅1厨2卫,低楼层 (共39层),168.46㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯三户,有,2021-07-25,商品房,2018-08-02,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
盘福路,越秀,108402605064,435,44038元/平米,未知年建/塔楼,5室1厅1厨1卫,高楼层 (共9层),98.78㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,一梯四户,无,2021-08-29,商品房,2002-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
广园云苑新村,白云,108402611518,248,32589元/平米,1999年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),76.1㎡,平层,64.39㎡,塔楼,南,钢混结构,简装,一梯五户,无,2021-08-31,商品房,2013-05-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
碧蓝映居,海珠,108402597481,330,60044元/平米,2001年建/塔楼,1室1厅1厨1卫,高楼层 (共30层),54.96㎡,平层,暂无数据,塔楼,东,钢混结构,简装,两梯八户,有,2021-08-27,商品房,2006-08-16,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
时代玫瑰园,白云,108402614195,416,47817元/平米,2004年建/塔楼,3室2厅1厨2卫,中楼层 (共13层),87㎡,错层,暂无数据,塔楼,北,钢混结构,简装,两梯六户,有,2021-09-01,商品房,2003-05-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
誉名苑,南沙,108402597310,150,16701元/平米,未知年建/塔楼,3室2厅1厨1卫,高楼层 (共9层),89.82㎡,平层,76.55㎡,塔楼,东北,框架结构,精装,一梯四户,有,2021-08-27,商品房,2012-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
丰乐苑,天河,108402601213,520,66573元/平米,2003年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),78.11㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯五户,无,2021-08-28,商品房,2016-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
龙津西路,荔湾,108402600402,298,35638元/平米,1995年建/塔楼,4室1厅1厨1卫,低楼层 (共9层),83.62㎡,平层,暂无数据,塔楼,东,钢混结构,精装,一梯九户,无,2021-08-27,商品房,2016-07-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
天鹅花苑,天河,108402601601,350,44009元/平米,2003年建/塔楼,3室1厅1厨1卫,中楼层 (共9层),79.53㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,一梯六户,有,2021-08-28,商品房,2018-09-03,普通住宅,满两年,非共有,有抵押 204万元 农行 客户偿还,已上传房本照片,,,
员村四横路5号大院,天河,108402600825,209,40528元/平米,未知年建/暂无数据,1室1厅1厨1卫,低楼层 (共3层),51.57㎡,平层,暂无数据,暂无数据,南,钢混结构,简装,一梯四户,暂无数据,2021-08-28,房改房,2009-08-04,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
广州海伦堡,增城,108402608623,173,18257元/平米,2012年建/塔楼,3室2厅1厨2卫,高楼层 (共18层),94.76㎡,平层,78.63㎡,塔楼,南,钢混结构,精装,两梯六户,有,2021-08-30,商品房,2012-05-29,普通住宅,满五年,非共有,有抵押 136万元,已上传房本照片,,,
黄石花园,白云,108402601424,168,23994元/平米,1997年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),70.02㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯五户,无,2021-08-28,商品房,1994-06-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
宏康花园五期宏康东筑,黄埔,108402604061,190,23691元/平米,2009年建/塔楼,2室2厅1厨1卫,高楼层 (共22层),80.2㎡,平层,64.25㎡,塔楼,北,钢混结构,简装,两梯八户,有,2021-08-29,商品房,2011-03-07,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
白云畔山花园,白云,108402610269,290,38376元/平米,2003年建/塔楼,3室1厅1厨1卫,中楼层 (共10层),75.57㎡,平层,65.23㎡,塔楼,南,钢混结构,精装,一梯四户,有,2021-08-30,商品房,2011-01-24,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
南康新村,黄埔,108402601307,148,22067元/平米,未知年建/塔楼,2室2厅1厨1卫,中楼层 (共5层),67.07㎡,平层,57.54㎡,塔楼,南,钢混结构,精装,一梯四户,无,2021-08-28,商品房,2017-07-18,普通住宅,满两年,非共有,有抵押 51万元 客户偿还,已上传房本照片,,,
百灵路,越秀,108402605053,485,44204元/平米,未知年建/塔楼,3室2厅1厨1卫,高楼层 (共9层),109.72㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,一梯四户,无,2021-08-29,商品房,2015-04-27,普通住宅,满五年,共有,有抵押,已上传房本照片,,,
云逸苑,白云,108402608555,360,34276元/平米,未知年建/塔楼,3室2厅1厨1卫,低楼层 (共12层),105.03㎡,平层,86.28㎡,塔楼,北,钢混结构,简装,两梯六户,有,2021-08-30,商品房,2013-08-13,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
锦绣新天地,增城,108402603777,143,19275元/平米,2011年建/塔楼,2室1厅1厨1卫,高楼层 (共17层),74.19㎡,平层,60.71㎡,塔楼,东南,钢混结构,精装,两梯五户,有,2021-08-29,商品房,2014-06-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
沙园,海珠,108402615320,328,42154元/平米,2002年建/板楼,2室1厅1厨1卫,高楼层 (共9层),77.81㎡,平层,68.07㎡,板楼,东南,钢混结构,精装,一梯五户,有,2021-09-01,商品房,2012-07-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
祈福新村祈福名都,番禺,108402606193,530,41815元/平米,2014年建/塔楼,4室2厅1厨2卫,中楼层 (共32层),126.75㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯六户,有,2021-08-29,商品房,2017-11-29,普通住宅,满两年,非共有,有抵押 100万元 业主自还,已上传房本照片,,,
东华花园,番禺,108402605164,245,25995元/平米,2004年建/板楼,3室2厅1厨2卫,中楼层 (共6层),94.25㎡,平层,85.12㎡,板楼,北,钢混结构,其他,一梯四户,无,2021-08-29,商品房,2016-06-07,普通住宅,满五年,非共有,有抵押 50万元 工商银行,已上传房本照片,,,
下塘西路,越秀,108402602430,255,37622元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),67.78㎡,平层,暂无数据,塔楼,东 西,钢混结构,简装,一梯四户,有,2021-08-28,商品房,2004-06-10,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
天马丽苑二期,花都,108402603274,270,15428元/平米,2012年建/塔楼,5室1厅1厨2卫,高楼层 (共34层),175.01㎡,平层,147.16㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-08-28,商品房,2018-03-21,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
乐意居花园,天河,108402603441,297,39974元/平米,1999年建/塔楼,2室2厅1厨1卫,高楼层 (共9层),74.3㎡,平层,67.37㎡,塔楼,南,钢混结构,简装,一梯四户,无,2021-08-28,商品房,2008-05-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
东秀园,番禺,108402601423,260,26396元/平米,1996年建/塔楼,3室2厅1厨2卫,中楼层 (共8层),98.5㎡,平层,87.4㎡,塔楼,南,钢混结构,精装,一梯两户,无,2021-08-28,商品房,2007-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
前进路(海珠),海珠,108402606995,180,34182元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共8层),52.66㎡,平层,暂无数据,塔楼,东,钢混结构,简装,一梯三户,无,2021-08-29,房改房,2013-08-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
昌岗中路,海珠,108402608579,210,39253元/平米,未知年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),53.5㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯六户,无,2021-08-30,商品房,2016-04-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
颐和山庄,白云,108402608977,505,39931元/平米,1999年建/塔楼,3室2厅1厨2卫,中楼层 (共7层),126.47㎡,平层,104.37㎡,塔楼,南 北,钢混结构,简装,一梯两户,无,2021-08-30,商品房,2015-09-28,普通住宅,满五年,共有,有抵押 145万元 金融公司垫资,已上传房本照片,,,
江南嘉居,海珠,108402612100,194.8,34986元/平米,1995年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),55.68㎡,平层,46.82㎡,塔楼,东,钢混结构,简装,一梯十二户,无,2021-08-31,商品房,2011-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
富力现代广场,海珠,108402608014,620,60488元/平米,2005年建/塔楼,3室2厅1厨2卫,低楼层 (共19层),102.5㎡,平层,83.03㎡,塔楼,西北,钢混结构,精装,两梯七户,有,2021-08-30,商品房,2004-09-09,普通住宅,满五年,非共有,有抵押 300万元,已上传房本照片,,,
汇侨新城南区,白云,108402610051,325,30261元/平米,2003年建/塔楼,3室2厅1厨1卫,低楼层 (共18层),107.4㎡,平层,91.05㎡,塔楼,东北,钢混结构,简装,一梯八户,有,2021-08-30,商品房,2013-03-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
新市花园二区,白云,108402607604,270,29898元/平米,1994年建/塔楼,3室1厅1厨1卫,高楼层 (共15层),90.31㎡,平层,75.92㎡,塔楼,南,钢混结构,简装,两梯八户,有,2021-08-30,商品房,2003-08-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
嘉华苑,白云,108402605356,208,26000元/平米,1995年建/塔楼,3室1厅1厨1卫,中楼层 (共9层),80㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯四户,无,2021-08-29,商品房,2011-10-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
翰林苑(天河),天河,108402614105,416,50297元/平米,2006年建/塔楼,3室1厅1厨1卫,低楼层 (共18层),82.71㎡,平层,68.97㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-09-01,商品房,2013-06-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
敏捷锦绣天伦,增城,108402613478,231,23360元/平米,2017年建/塔楼,3室1厅1厨2卫,高楼层 (共32层),98.89㎡,平层,82.09㎡,塔楼,东南 南,钢混结构,精装,两梯六户,有,2021-08-31,商品房,2016-08-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
华南农业大学宿舍嵩山区,天河,108402620316,530,70451元/平米,1998年建/板楼,3室1厅1厨2卫,高楼层 (共4层),75.23㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯四户,无,2021-09-02,商品房,2018-01-30,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
省农科院西区,天河,108402607920,300,45386元/平米,2000年建/板楼,2室1厅1厨1卫,高楼层 (共5层),66.1㎡,平层,59.72㎡,板楼,南 北,混合结构,简装,一梯两户,无,2021-08-30,房改房,1999-08-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
光大花园,海珠,108402616624,520,67011元/平米,2000年建/塔楼,2室1厅1厨1卫,低楼层 (共11层),77.6㎡,平层,69.53㎡,塔楼,南,钢混结构,简装,一梯四户,有,2021-09-01,商品房,2004-12-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
亚运城媒体北村,番禺,108402607539,240,30384元/平米,2010年建/塔楼,2室2厅1厨1卫,中楼层 (共18层),78.99㎡,平层,60.79㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-08-30,商品房,2012-11-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
富力金港城南区,花都,108402572598,68,7318元/平米,未知年建/板楼,3室2厅1厨1卫,高楼层 (共19层),92.93㎡,平层,69.43㎡,板楼,南,钢混结构,简装,四梯十三户,有,民水,民电,3.45元/m3,2021-08-20,商品房,2016-11-05,商住两用,满两年,共有,无抵押,已上传房本照片
萝岗敏捷广场,黄埔,108402590920,105,19723元/平米,2016年建/板塔结合,2室2厅1厨1卫,中楼层 (共19层),53.24㎡,复式,39.17㎡,板塔结合,西南,钢混结构,精装,六梯三十二户,有,商水,商电,2021-08-25,商品房,2017-12-11,商住两用,满两年,非共有,无抵押,已上传房本照片,
保利麓苑,越秀,108402606341,102,19965元/平米,未知年建/塔楼,1室0厅1厨1卫,低楼层 (共33层),51.09㎡,平层,34.13㎡,塔楼,南,钢混结构,精装,三梯十三户,有,未知,未知,3.45元/m3,2021-08-29,商品房,2018-05-09,商住两用,满两年,非共有,无抵押,已上传房本照片
碧桂园凤凰城凤馨苑,增城,108402586213,154,17912元/平米,2002年建/塔楼,2室1厅1厨1卫,低楼层 (共6层),85.98㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯四户,无,2021-08-23,商品房,2010-03-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
越秀国际总部广场,南沙,108402608408,97,15545元/平米,未知年建/板塔结合,4室2厅1厨2卫,中楼层 (共30层),62.4㎡,平层,44.17㎡,板塔结合,南,钢混结构,毛坯,四梯二十户,有,商水,商电,3.45元/m3,2021-08-30,商品房,2018-07-12,商住两用,满两年,非共有,无抵押,已上传房本照片
前进路(海珠),海珠,108402547216,228,33164元/平米,未知年建/塔楼,3室1厅1厨1卫,高楼层 (共7层),68.75㎡,平层,61.03㎡,塔楼,南 北,钢混结构,简装,一梯六户,暂无数据,2021-08-12,商品房,2011-04-18,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
素社新村,海珠,108402555153,168,25556元/平米,未知年建/塔楼,3室1厅1厨1卫,高楼层 (共9层),65.74㎡,平层,60.43㎡,塔楼,南,钢混结构,简装,一梯一户,无,2021-08-14,商品房,2015-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
江南西路,海珠,108402555998,360,44500元/平米,1992年建/板楼,3室2厅2厨2卫,中楼层 (共8层),80.9㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,2021-08-15,商品房,2018-01-25,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
前进路(海珠),海珠,108402556523,376,36477元/平米,未知年建/塔楼,3室1厅1厨1卫,高楼层 (共8层),103.08㎡,平层,93.13㎡,塔楼,南,钢混结构,精装,一梯两户,有,2021-08-15,商品房,2011-07-08,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
昌岗东路,海珠,108402570125,200,27809元/平米,未知年建/塔楼,3室2厅1厨1卫,低楼层 (共8层),71.92㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,一梯九户,无,2021-08-19,房改房,2019-07-15,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
金港花园（金堂楼/金满楼),黄埔,108402570311,410,40201元/平米,2000年建/塔楼,3室2厅1厨1卫,中楼层 (共24层),101.99㎡,平层,85.31㎡,塔楼,南,钢混结构,精装,两梯八户,有,2021-08-19,商品房,2015-09-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
鸿富大厦,海珠,108402570902,422,52067元/平米,2003年建/塔楼,3室2厅1厨1卫,低楼层 (共31层),81.05㎡,平层,63.42㎡,塔楼,东,钢混结构,简装,两梯八户,有,2021-08-19,商品房,2006-11-06,普通住宅,满五年,非共有,有抵押 235万元,已上传房本照片,,,
逸泉映翠,从化,108402583751,110,11231元/平米,2015年建/塔楼,3室2厅1厨1卫,中楼层 (共24层),97.95㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,2021-08-23,商品房,2014-12-01,普通住宅,满五年,非共有,有抵押 40万元 业主自还,已上传房本照片,,,
新都盛世名门宏城汇,增城,108402600577,107,22883元/平米,2012年建/塔楼,1室1厅1厨1卫,高楼层 (共22层),46.76㎡,平层,37.79㎡,塔楼,北,钢混结构,精装,三梯十二户,有,2021-08-28,商品房,2019-07-01,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
翡翠绿洲湖翠苑,增城,108402597174,243,23639元/平米,2011年建/塔楼,3室2厅1厨1卫,高楼层 (共24层),102.8㎡,平层,79.85㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-08-27,商品房,2017-04-28,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
金泽豪庭,增城,108402579309,225,25589元/平米,2016年建/塔楼,3室2厅1厨1卫,中楼层 (共32层),87.93㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,2021-08-21,商品房,2018-06-27,普通住宅,满两年,共有,有抵押 60万元 工商银行 客户偿还,已上传房本照片,,,
花园路(从化),从化,108402605518,116,9542元/平米,未知年建/暂无数据,4室2厅1厨1卫,低楼层 (共8层),121.58㎡,平层,115.93㎡,暂无数据,南,钢混结构,精装,一梯三户,暂无数据,2021-08-29,商品房,2018-10-16,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
力诚凯怡湾,增城,108402596256,128,19824元/平米,2013年建/板楼,2室1厅1厨1卫,高楼层 (共31层),64.57㎡,平层,49.5㎡,板楼,北,钢混结构,精装,两梯十三户,有,2021-08-26,商品房,2015-06-24,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
俊怡御景花园,花都,108402586531,188,15667元/平米,2011年建/塔楼,3室2厅1厨2卫,高楼层 (共16层),120㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯四户,有,2021-08-24,商品房,2012-02-10,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,,,
翡翠绿洲湖滨苑,增城,108402580724,215,21711元/平米,2011年建/塔楼,3室1厅1厨1卫,中楼层 (共21层),99.03㎡,平层,76.94㎡,塔楼,东北,钢混结构,精装,两梯四户,有,2021-08-22,商品房,2017-02-22,普通住宅,满两年,非共有,有抵押 100万元 中行 业主自还,已上传房本照片,,,
翡翠绿洲克拉邻里,增城,108402585307,160,19815元/平米,2016年建/塔楼,2室1厅1厨1卫,高楼层 (共25层),80.75㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯六户,有,2021-08-23,商品房,2018-09-12,普通住宅,满两年,非共有,有抵押 100万元 金融公司垫资,已上传房本照片,,,
翡翠绿洲湖翠苑,增城,108402573766,210,22185元/平米,2011年建/塔楼,2室2厅1厨1卫,高楼层 (共24层),94.66㎡,平层,73.5㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-08-20,商品房,2016-03-14,普通住宅,满五年,非共有,有抵押 25万元 业主自还,已上传房本照片,,,
金泽豪庭,增城,108402600444,210,23538元/平米,2007年建/塔楼,3室2厅1厨1卫,高楼层 (共26层),89.22㎡,平层,71.34㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-08-27,商品房,2016-06-28,普通住宅,满五年,共有,有抵押 63万元 客户偿还,已上传房本照片,,,
顺欣花园,增城,108402594548,188,18836元/平米,未知年建/塔楼,3室2厅1厨1卫,高楼层 (共20层),99.81㎡,平层,82㎡,塔楼,南,钢混结构,精装,两梯六户,有,2021-08-26,商品房,2017-10-30,普通住宅,满两年,非共有,有抵押 130万元 中国银行,已上传房本照片,,,
景业荔都,从化,108402588657,134.6,9641元/平米,未知年建/塔楼,4室2厅1厨2卫,低楼层 (共26层),139.62㎡,平层,114.98㎡,塔楼,南,钢混结构,毛坯,两梯五户,有,2021-08-24,商品房,2011-08-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
敏捷锦绣天伦,增城,108402596692,197.8,21903元/平米,2015年建/塔楼,3室1厅1厨1卫,低楼层 (共32层),90.31㎡,平层,74.68㎡,塔楼,北,钢混结构,简装,两梯六户,有,2021-08-26,商品房,2016-02-02,普通住宅,满五年,非共有,有抵押 30万元 公积金,已上传房本照片,,,
富贵楼,花都,108402523042,98,10301元/平米,未知年建/塔楼,3室2厅1厨1卫,中楼层 (共9层),95.14㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯六户,无,2021-08-05,商品房,1999-04-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
祈福新村海晴居,番禺,108402528616,249,30109元/平米,2003年建/板楼,3室2厅1厨1卫,中楼层 (共6层),82.7㎡,平层,73.9㎡,板楼,北,钢混结构,精装,一梯四户,无,2021-08-07,商品房,2009-04-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
海鹰路,海珠,108402534633,158,29298元/平米,未知年建/塔楼,2室1厅1厨1卫,高楼层 (共8层),53.93㎡,平层,47.1㎡,塔楼,南,钢混结构,简装,一梯三户,无,2021-08-08,商品房,2011-07-04,普通住宅,满五年,共有,有抵押 20万元 业主自还,已上传房本照片,,,
合一国际,白云,108402535579,280,53283元/平米,2006年建/塔楼,2室1厅1厨2卫,高楼层 (共18层),52.55㎡,复式,41.24㎡,塔楼,北,钢混结构,精装,两梯八户,有,2021-08-09,商品房,2012-06-08,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
海珠中路,越秀,108402521740,233,34402元/平米,1995年建/塔楼,3室1厅1厨1卫,中楼层 (共8层),67.73㎡,平层,66.27㎡,塔楼,西 北,钢混结构,简装,一梯四户,无,2021-08-05,商品房,1995-12-19,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
保利公园九里,荔湾,108402521917,469,41351元/平米,2014年建/塔楼,3室1厅1厨2卫,中楼层 (共32层),113.42㎡,平层,89.55㎡,塔楼,北,钢混结构,精装,两梯五户,有,2021-08-05,商品房,2015-05-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
同福西路,海珠,108402549536,168,35692元/平米,未知年建/暂无数据,3室1厅1厨1卫,中楼层 (共8层),47.07㎡,平层,42.53㎡,暂无数据,东南,钢混结构,精装,一梯一户,无,2021-08-13,商品房,2015-07-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
倚绿山庄,白云,108402548916,227,29466元/平米,2000年建/塔楼,2室2厅1厨1卫,中楼层 (共6层),77.04㎡,平层,70.21㎡,塔楼,南,钢混结构,精装,一梯八户,无,2021-08-13,商品房,2010-06-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
元邦航空家园,白云,108402545649,279,28882元/平米,2004年建/塔楼,3室2厅1厨1卫,中楼层 (共11层),96.6㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯六户,有,2021-08-12,商品房,2015-04-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
润祥大厦,白云,108402534795,238,32919元/平米,2000年建/塔楼,3室2厅1厨1卫,中楼层 (共13层),72.3㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯十四户,有,2021-08-08,商品房,2003-04-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
丽晴轩,天河,108402553552,750,74405元/平米,2002年建/塔楼,3室2厅1厨2卫,中楼层 (共11层),100.8㎡,平层,87.28㎡,塔楼,西北,钢混结构,精装,一梯四户,有,2021-08-14,商品房,2000-02-17,普通住宅,满五年,共有,有抵押 20万元 业主自还,已上传房本照片,,,
长乐花苑二期,荔湾,108402568183,480,39095元/平米,2010年建/塔楼,3室2厅1厨2卫,高楼层 (共32层),122.78㎡,平层,92.55㎡,塔楼,东 东南,钢混结构,精装,两梯五户,有,2021-08-18,商品房,2004-02-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
白云高尔夫花园荷塘月色,白云,108402556340,450,49840元/平米,2002年建/塔楼,3室2厅1厨1卫,低楼层 (共18层),90.29㎡,错层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-08-15,商品房,2016-04-21,普通住宅,满五年,共有,有抵押 50万元 业主自还,已上传房本照片,,,
福今路3号大院,越秀,108402568038,410,76265元/平米,未知年建/板楼,2室1厅1厨1卫,低楼层 (共6层),53.76㎡,平层,48.57㎡,板楼,南 北,混合结构,简装,一梯两户,无,2021-08-18,房改房,2000-11-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
逸景翠园,海珠,108402567155,475,65626元/平米,2002年建/塔楼,3室1厅1厨1卫,中楼层 (共13层),72.38㎡,平层,61.86㎡,塔楼,北,钢混结构,简装,一梯六户,有,2021-08-18,商品房,2010-06-01,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
黄船生活区,黄埔,108402569299,218,31349元/平米,未知年建/板楼,2室1厅1厨1卫,中楼层 (共9层),69.54㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,无,2021-08-19,房改房,2001-12-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
凤凰新村,海珠,108402546855,166,31333元/平米,未知年建/塔楼,2室1厅1厨1卫,高楼层 (共6层),52.98㎡,平层,暂无数据,塔楼,东南,混合结构,精装,一梯四户,无,2021-08-12,房改房,1992-08-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
侨德花园,白云,108402570692,125,25790元/平米,1998年建/塔楼,2室1厅1厨1卫,中楼层 (共9层),48.47㎡,平层,39.8㎡,塔楼,北,钢混结构,简装,一梯六户,无,2021-08-19,商品房,2012-04-09,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
悦涛雅苑,黄埔,108402544213,365,48390元/平米,2000年建/塔楼,3室1厅1厨1卫,低楼层 (共6层),75.43㎡,平层,70.43㎡,塔楼,南,钢混结构,精装,一梯四户,无,2021-08-11,商品房,1999-08-13,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
新世界凯粤湾,荔湾,108402564559,405,47121元/平米,2014年建/塔楼,2室1厅1厨1卫,中楼层 (共33层),85.95㎡,平层,70.32㎡,塔楼,东北,钢混结构,简装,三梯八户,有,2021-08-17,商品房,2019-05-10,普通住宅,满两年,非共有,有抵押 295万元 金融公司垫资,已上传房本照片,,,
康盈阁,白云,108402554279,185,20806元/平米,1995年建/塔楼,3室1厅1厨1卫,中楼层 (共6层),88.92㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯十四户,有,2021-08-14,商品房,2018-08-17,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,,,
港务局宿舍,海珠,108402562338,248,37997元/平米,1995年建/塔楼,3室2厅1厨1卫,中楼层 (共7层),65.27㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯四户,无,2021-08-16,商品房,2019-01-03,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,,,
东怡新区东信园,番禺,108402530220,255,30591元/平米,2000年建/塔楼,3室1厅1厨1卫,中楼层 (共7层),83.36㎡,平层,73.92㎡,塔楼,东,钢混结构,简装,一梯四户,无,2021-08-07,商品房,2015-08-08,普通住宅,满五年,共有,有抵押 110万元,已上传房本照片,,,
中海名都,海珠,108402546620,660,73252元/平米,2003年建/塔楼,2室2厅1厨1卫,中楼层 (共38层),90.1㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,三梯七户,有,2021-08-12,商品房,2017-02-17,普通住宅,满两年,非共有,有抵押 400万元 招行 业主自还,已上传房本照片,,,
建研大厦,白云,108402559789,430,40945元/平米,未知年建/塔楼,3室2厅1厨2卫,中楼层 (共11层),105.02㎡,平层,90.54㎡,塔楼,北,钢混结构,精装,一梯四户,有,2021-08-16,商品房,2005-09-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
今日丽舍,番禺,108402544671,259,25122元/平米,2000年建/塔楼,3室1厅1厨1卫,低楼层 (共23层),103.1㎡,平层,85.25㎡,塔楼,西南,钢混结构,精装,两梯八户,有,2021-08-11,商品房,2013-07-02,普通住宅,满五年,共有,有抵押 80万元,已上传房本照片,,,
